Index	TimeStamp      	ID        	Length    	Data1 	Data2 	Data3 	Data4 	Data5 	Data6 	Data7 	Data8 	Checksum    
41   	1100.079    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
42   	1110.083    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
43   	1120.076    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
44   	1130.088    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
45   	1190.084    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
46   	1200.081    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
47   	1210.086    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
48   	1220.079    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
49   	1280.078    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
50   	1290.087    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
51   	1350.088    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
52   	1360.081    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
53   	1420.168    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
54   	1430.18     	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
55   	1440.17     	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
56   	1450.178    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
57   	1510.178    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
58   	1520.171    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
59   	1530.183    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
60   	1540.172    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
61   	1600.175    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
62   	1610.18     	08        	5           	08	03	01	08	08	00	ff	ff	DB        
63   	1670.182    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
64   	1680.174    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
65   	1740.174    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
66   	1750.182    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
67   	1760.175    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
68   	1770.183    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
69   	1830.187    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
70   	1840.177    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
71   	1850.185    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
72   	1860.178    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
73   	1920.177    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
74   	1930.19     	08        	5           	08	03	01	08	08	00	ff	ff	DB        
75   	1990.187    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
76   	2000.183    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
77   	2060.179    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
78   	2070.187    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
79   	2080.181    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
80   	2090.189    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
81   	2150.189    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
82   	2160.182    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
83   	2170.19     	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
84   	2180.183    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
85   	2240.182    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
86   	2250.191    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
87   	2310.193    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
88   	2320.185    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
89   	2380.061    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
90   	2390.069    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
91   	2400.066    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
92   	2410.07     	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
93   	2470.07     	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
94   	2480.063    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
95   	2490.072    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
96   	2500.068    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
97   	2560.064    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
98   	2570.073    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
99   	2630.078    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
100  	2640.067    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
101  	2700.07     	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
102  	2710.074    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
103  	2720.068    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
104  	2730.085    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
105  	2790.076    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
106  	2800.073    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
107  	2810.077    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
108  	2820.07     	08        	5           	01	03	01	01	01	00	ff	ff	F0        
109  	2880.069    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
110  	2890.078    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
111  	2950.08     	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
112  	2960.072    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
113  	3020.072    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
114  	3030.083    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
115  	3040.073    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
116  	3050.081    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
117  	3110.081    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
118  	3120.074    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
119  	3130.086    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
120  	3140.076    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
121  	3200.079    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
122  	3210.084    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
123  	3270.085    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
124  	3280.078    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
125  	3340.077    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
126  	3350.085    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
127  	3360.079    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
128  	3370.086    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
129  	3429.991    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
130  	3439.981    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
131  	3449.989    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
132  	3459.982    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
133  	3519.981    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
134  	3529.994    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
135  	3589.992    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
136  	3600.004    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
137  	3659.984    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
138  	3669.992    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
139  	3679.985    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
140  	3689.993    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
141  	3749.993    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
142  	3759.986    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
143  	3769.995    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
144  	3779.988    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
145  	3839.987    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
146  	3849.996    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
147  	3909.997    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
148  	3919.99     	08        	5           	07	03	01	02	07	00	ff	ff	E3        
149  	3980.012    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
150  	3989.997    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
151  	3999.994    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
152  	4009.998    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
153  	4070.017    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
154  	4079.992    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
155  	4090.0      	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
156  	4099.997    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
157  	4159.992    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
158  	4170.001    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
159  	4230.006    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
160  	4239.995    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
161  	4299.998    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
162  	4310.003    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
163  	4319.996    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
164  	4330.008    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
165  	4390.081    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
166  	4400.078    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
167  	4410.083    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
168  	4420.076    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
169  	4480.075    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
170  	4490.084    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
171  	4550.085    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
172  	4560.078    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
173  	4620.077    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
174  	4630.089    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
175  	4640.078    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
176  	4650.086    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
177  	4710.086    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
178  	4720.08     	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
179  	4730.092    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
180  	4740.081    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
181  	4800.084    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
182  	4810.089    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
183  	4870.09     	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
184  	4880.083    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
185  	4940.083    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
186  	4950.091    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
187  	4960.084    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
188  	4970.092    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
189  	5030.096    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
190  	5040.085    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
191  	5050.094    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
192  	5060.087    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
193  	5120.086    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
194  	5130.098    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
195  	5190.096    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
196  	5200.092    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
197  	5260.088    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
198  	5270.096    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
199  	5280.089    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
200  	5290.097    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
201  	5350.097    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
202  	5360.091    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
203  	5370.099    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
204  	5379.954    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
205  	5439.953    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
206  	5449.962    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
207  	5509.963    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
208  	5519.956    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
209  	5579.956    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
210  	5589.964    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
211  	5599.961    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
212  	5609.965    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
213  	5669.965    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
214  	5679.958    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
215  	5689.966    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
216  	5699.963    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
217  	5759.959    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
218  	5769.968    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
219  	5829.972    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
220  	5839.962    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
221  	5899.965    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
222  	5909.969    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
223  	5919.962    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
224  	5929.974    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
225  	5989.97     	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
226  	5999.968    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
227  	6009.972    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
228  	6019.965    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
229  	6079.964    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
230  	6089.973    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
231  	6149.974    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
232  	6159.967    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
233  	6219.967    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
234  	6229.978    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
235  	6239.968    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
236  	6249.976    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
237  	6309.976    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
238  	6319.969    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
239  	6329.981    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
240  	6339.971    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
241  	6400.338    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
242  	6410.344    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
243  	6470.345    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
244  	6480.338    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
245  	6540.337    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
246  	6550.345    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
247  	6560.338    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
248  	6570.346    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
249  	6630.35     	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
250  	6640.34     	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
251  	6650.348    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
252  	6660.341    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
253  	6720.34     	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
254  	6730.353    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
255  	6790.35     	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
256  	6800.347    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
257  	6860.343    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
258  	6870.35     	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
259  	6880.344    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
260  	6890.352    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
261  	6950.352    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
262  	6960.345    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
263  	6970.353    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
264  	6980.354    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
265  	7040.346    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
266  	7050.355    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
267  	7110.356    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
268  	7120.348    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
269  	7180.348    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
270  	7190.356    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
271  	7200.353    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
272  	7210.357    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
273  	7270.357    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
274  	7280.351    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
275  	7290.359    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
276  	7300.356    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
277  	7360.351    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
278  	7370.36     	08        	5           	08	03	01	08	08	00	ff	ff	DB        
279  	7429.915    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
280  	7439.904    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
281  	7499.907    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
282  	7509.911    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
283  	7519.905    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
284  	7529.917    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
285  	7589.913    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
286  	7599.91     	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
287  	7609.914    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
288  	7619.908    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
289  	7679.907    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
290  	7689.916    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
291  	7749.917    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
292  	7759.909    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
293  	7819.909    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
294  	7829.921    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
295  	7839.91     	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
296  	7849.918    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
297  	7909.918    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
298  	7919.912    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
299  	7929.923    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
300  	7939.944    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
301  	7999.916    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
302  	8009.921    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
303  	8069.922    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
304  	8079.915    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
305  	8139.914    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
306  	8149.922    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
307  	8159.916    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
308  	8169.924    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
309  	8229.928    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
310  	8239.917    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
311  	8249.925    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
312  	8259.919    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
313  	8319.918    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
314  	8329.93     	08        	5           	08	03	01	08	08	00	ff	ff	DB        
315  	8390.102    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
316  	8400.098    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
317  	8460.094    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
318  	8470.102    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
319  	8480.095    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
320  	8490.103    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
321  	8550.103    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
322  	8560.097    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
323  	8570.105    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
324  	8580.098    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
325  	8640.097    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
326  	8650.106    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
327  	8710.107    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
328  	8720.1      	08        	5           	07	03	01	02	07	00	ff	ff	E3        
329  	8780.099    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
330  	8790.107    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
331  	8800.105    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
332  	8810.109    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
333  	8870.109    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
334  	8880.102    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
335  	8890.11     	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
336  	8900.107    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
337  	8960.103    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
338  	8970.111    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
339  	9030.116    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
340  	9040.105    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
341  	9100.109    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
342  	9110.113    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
343  	9120.106    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
344  	9130.118    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
345  	9190.114    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
346  	9200.111    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
347  	9210.116    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
348  	9220.109    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
349  	9280.108    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
350  	9290.117    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
